      -0.153973829482E+04        0.130144449379E+02       -0.152672384988E+04 
      -0.153892007367E+04        0.127074610655E+02       -0.152621261260E+04 
      -0.153965049483E+04        0.131131277070E+02       -0.152653736712E+04 
      -0.153960265854E+04        0.127817437116E+02       -0.152682091483E+04 
      -0.153886765648E+04        0.126656260318E+02       -0.152620203045E+04 
      -0.153745806579E+04        0.119291509391E+02       -0.152552891485E+04 
      -0.154000478135E+04        0.136625637312E+02       -0.152634221761E+04 
      -0.153834014060E+04        0.119879275612E+02       -0.152635221304E+04 
      -0.153818690231E+04        0.118501716541E+02       -0.152633673065E+04 
      -0.153935425502E+04        0.131448768690E+02       -0.152620937815E+04 
      -0.153930531550E+04        0.125053279107E+02       -0.152679998759E+04 
      -0.154013667106E+04        0.132427982846E+02       -0.152689387277E+04 
      -0.153906046815E+04        0.122537802601E+02       -0.152680668789E+04 
      -0.153922106411E+04        0.126033650716E+02       -0.152661769903E+04 
      -0.153914154953E+04        0.130836189037E+02       -0.152605793063E+04 
      -0.153884519825E+04        0.136343830774E+02       -0.152521081518E+04 
      -0.153803603169E+04        0.133938843692E+02       -0.152464214732E+04 
      -0.153817933082E+04        0.127730716036E+02       -0.152540625921E+04 
      -0.153852724592E+04        0.125907945331E+02       -0.152593645139E+04 
      -0.153864694419E+04        0.122609249657E+02       -0.152638601922E+04 
      -0.153860373267E+04        0.128846870725E+02       -0.152571904560E+04 
      -0.153830684247E+04        0.125206428656E+02       -0.152578619961E+04 
      -0.153943419866E+04        0.138279184717E+02       -0.152560628019E+04 
      -0.153852321307E+04        0.130496397769E+02       -0.152547357329E+04 
      -0.153869924249E+04        0.130987867399E+02       -0.152560045575E+04 
      -0.153893566520E+04        0.131080531403E+02       -0.152582761206E+04 
      -0.153859624771E+04        0.131447188463E+02       -0.152545152887E+04 
      -0.153893592887E+04        0.130828450149E+02       -0.152585308385E+04 
      -0.153828017885E+04        0.129115749092E+02       -0.152536860395E+04 
      -0.153905466767E+04        0.132387174200E+02       -0.152581595025E+04 
      -0.153824611483E+04        0.128031352368E+02       -0.152544297960E+04 
      -0.153842962631E+04        0.116830746105E+02       -0.152674655170E+04 
      -0.153968200590E+04        0.137435016639E+02       -0.152593850424E+04 
      -0.153815052432E+04        0.129900015423E+02       -0.152516052278E+04 
      -0.153742307155E+04        0.124985301479E+02       -0.152492454140E+04 
      -0.153855114804E+04        0.135597142593E+02       -0.152499143378E+04 
      -0.153885421237E+04        0.123301365841E+02       -0.152652407579E+04 
      -0.153950191326E+04        0.127116665359E+02       -0.152679024672E+04 
      -0.153905455564E+04        0.121212677279E+02       -0.152693328791E+04 
      -0.153916830991E+04        0.131586050261E+02       -0.152600970488E+04 
      -0.153921510850E+04        0.135168026965E+02       -0.152569830580E+04 
      -0.153762533088E+04        0.132793624282E+02       -0.152434596845E+04 
      -0.153885562358E+04        0.144166279768E+02       -0.152443899560E+04 
      -0.153772818338E+04        0.130712896314E+02       -0.152465689375E+04 
      -0.153855834455E+04        0.135943831379E+02       -0.152496396141E+04 
      -0.153783848918E+04        0.128144591774E+02       -0.152502403000E+04 
      -0.153780343156E+04        0.124161921213E+02       -0.152538723944E+04 
      -0.153889418552E+04        0.124629503230E+02       -0.152643123519E+04 
      -0.153845571504E+04        0.130866384738E+02       -0.152536907657E+04 
      -0.153845198948E+04        0.131430204061E+02       -0.152530896907E+04 
      -0.153907017024E+04        0.127646039494E+02       -0.152630556629E+04 
      -0.153926993030E+04        0.134152643112E+02       -0.152585466599E+04 
      -0.153811679759E+04        0.119666162983E+02       -0.152615018129E+04 
      -0.153905065151E+04        0.130169328760E+02       -0.152603371864E+04 
      -0.153906899564E+04        0.128353213656E+02       -0.152623367428E+04 
      -0.153910828010E+04        0.136887790338E+02       -0.152541950107E+04 
      -0.153926060831E+04        0.130913037618E+02       -0.152616930455E+04 
      -0.153846169176E+04        0.123335098183E+02       -0.152612818194E+04 
      -0.153881911115E+04        0.119068159752E+02       -0.152691229517E+04 
      -0.153928639761E+04        0.113401872464E+02       -0.152794621037E+04 
      -0.154083995420E+04        0.126623649125E+02       -0.152817758929E+04 
      -0.154103529275E+04        0.124005268715E+02       -0.152863476588E+04 
      -0.153890087339E+04        0.117162344372E+02       -0.152718463895E+04 
      -0.153963310929E+04        0.125227952061E+02       -0.152711031408E+04 
      -0.153989840990E+04        0.130092806440E+02       -0.152688912926E+04 
      -0.153987583632E+04        0.126283783488E+02       -0.152724745797E+04 
      -0.153890381901E+04        0.126002086949E+02       -0.152630361031E+04 
      -0.153929592582E+04        0.117533395255E+02       -0.152754258629E+04 
      -0.154015290638E+04        0.123253714940E+02       -0.152782753489E+04 
      -0.153885829871E+04        0.112186276018E+02       -0.152763967110E+04 
