      -0.154056696381E+04        0.136663707728E+02       -0.152690059303E+04 
      -0.154007945557E+04        0.133992345641E+02       -0.152668022101E+04 
      -0.154060952850E+04        0.134037689059E+02       -0.152720575960E+04 
      -0.153969300789E+04        0.120983776868E+02       -0.152759463021E+04 
      -0.154057413508E+04        0.131324660286E+02       -0.152744166905E+04 
      -0.154031411145E+04        0.125771496082E+02       -0.152773696184E+04 
      -0.154107842100E+04        0.129435144217E+02       -0.152813490658E+04 
      -0.154078125312E+04        0.131414921557E+02       -0.152763976097E+04 
      -0.153946389954E+04        0.121879868041E+02       -0.152727591274E+04 
      -0.154056355835E+04        0.130677828222E+02       -0.152749577552E+04 
      -0.154144360217E+04        0.131418433637E+02       -0.152830175881E+04 
      -0.154112373311E+04        0.128274000935E+02       -0.152829633302E+04 
      -0.154058401873E+04        0.124852524468E+02       -0.152809876628E+04 
      -0.154085563748E+04        0.128431789332E+02       -0.152801245855E+04 
      -0.153994856876E+04        0.127719360931E+02       -0.152717663267E+04 
      -0.154020632851E+04        0.132396678779E+02       -0.152696666064E+04 
      -0.154043620711E+04        0.135397513458E+02       -0.152689645576E+04 
      -0.154075694244E+04        0.131622950776E+02       -0.152759464736E+04 
      -0.154097149181E+04        0.128630933949E+02       -0.152810839841E+04 
      -0.154032224171E+04        0.119965833612E+02       -0.152832565835E+04 
      -0.154072436109E+04        0.125342508968E+02       -0.152819011019E+04 
      -0.154158436711E+04        0.124256103427E+02       -0.152915875677E+04 
      -0.154116920328E+04        0.126500493645E+02       -0.152851915392E+04 
      -0.154154193350E+04        0.130541163159E+02       -0.152848781718E+04 
      -0.154181420892E+04        0.126857571398E+02       -0.152912845178E+04 
      -0.154155768092E+04        0.125553620622E+02       -0.152900231886E+04 
      -0.154083073821E+04        0.120933540992E+02       -0.152873738411E+04 
      -0.154100989372E+04        0.123740357561E+02       -0.152863585797E+04 
      -0.154101673660E+04        0.129132195808E+02       -0.152810351702E+04 
      -0.154040429675E+04        0.122891421871E+02       -0.152811515456E+04 
      -0.154027965635E+04        0.126191237013E+02       -0.152766053265E+04 
      -0.154066586615E+04        0.120427886624E+02       -0.152862307749E+04 
      -0.154064330815E+04        0.121088150234E+02       -0.152853449313E+04 
      -0.154072197983E+04        0.118989324944E+02       -0.152882304734E+04 
      -0.154069420882E+04        0.125392975947E+02       -0.152815491122E+04 
      -0.154089098492E+04        0.129687551390E+02       -0.152792222978E+04 
      -0.154099957773E+04        0.126186719673E+02       -0.152838090576E+04 
      -0.154022445893E+04        0.120052123276E+02       -0.152821924660E+04 
      -0.154005181715E+04        0.119238263657E+02       -0.152812799078E+04 
      -0.153990215983E+04        0.131629973947E+02       -0.152673916243E+04 
      -0.154067773450E+04        0.137782887643E+02       -0.152689944574E+04 
      -0.153960517903E+04        0.137729443551E+02       -0.152583223467E+04 
      -0.154009017362E+04        0.142698720893E+02       -0.152582030153E+04 
      -0.153921474952E+04        0.134967869559E+02       -0.152571796257E+04 
      -0.154016436912E+04        0.143469785126E+02       -0.152581739061E+04 
      -0.153963800795E+04        0.137600826705E+02       -0.152587792528E+04 
      -0.153955693292E+04        0.135618437957E+02       -0.152599508912E+04 
      -0.153961296333E+04        0.130044251468E+02       -0.152660853818E+04 
      -0.154083059736E+04        0.139404124469E+02       -0.152689018491E+04 
      -0.154113827606E+04        0.132854444887E+02       -0.152785283157E+04 
      -0.154099595010E+04        0.124481963822E+02       -0.152854775371E+04 
      -0.154089343385E+04        0.129642182134E+02       -0.152792921564E+04 
      -0.154007772840E+04        0.119980099225E+02       -0.152807971848E+04 
      -0.153970932905E+04        0.121213846020E+02       -0.152758794445E+04 
      -0.154005954783E+04        0.126172755395E+02       -0.152744227229E+04 
      -0.154076919086E+04        0.132971267386E+02       -0.152747206412E+04 
      -0.154067142193E+04        0.121727454643E+02       -0.152849867646E+04 
      -0.154064822675E+04        0.122740356557E+02       -0.152837419110E+04 
      -0.154116992788E+04        0.118989055755E+02       -0.152927102230E+04 
      -0.154180495665E+04        0.120100128879E+02       -0.152979494376E+04 
      -0.154180927335E+04        0.120277058507E+02       -0.152978156750E+04 
      -0.154161218570E+04        0.116268212815E+02       -0.152998536442E+04 
      -0.154058042456E+04        0.121545161399E+02       -0.152842590842E+04 
      -0.154141653572E+04        0.135317613607E+02       -0.152788477436E+04 
      -0.154072767912E+04        0.131654865195E+02       -0.152756219260E+04 
      -0.154043175215E+04        0.124782056219E+02       -0.152795354653E+04 
      -0.154017854087E+04        0.132269300850E+02       -0.152695161079E+04 
      -0.154070154585E+04        0.130882036650E+02       -0.152761334218E+04 
      -0.154082317245E+04        0.130783582976E+02       -0.152774481415E+04 
      -0.154036934822E+04        0.123979793279E+02       -0.152797136890E+04 
      -0.154004887189E+04        0.124121005472E+02       -0.152763677134E+04 
      -0.154045506573E+04        0.124773718796E+02       -0.152797769385E+04 
      -0.154080379994E+04        0.125477077747E+02       -0.152825609217E+04 
      -0.154041618245E+04        0.120481889514E+02       -0.152836799350E+04 
      -0.154162079622E+04        0.129636363024E+02       -0.152865715992E+04 
      -0.154158317268E+04        0.132446072103E+02       -0.152833856547E+04 
      -0.154098649459E+04        0.122075634637E+02       -0.152877893113E+04 
      -0.154079008020E+04        0.121487147900E+02       -0.152864136541E+04 
      -0.154227903749E+04        0.132811865083E+02       -0.152899785099E+04 
      -0.154064669680E+04        0.121938792554E+02       -0.152845281755E+04 
      -0.154022742987E+04        0.119942399123E+02       -0.152823318995E+04 
      -0.154075695220E+04        0.122940570766E+02       -0.152846289513E+04 
      -0.154109654148E+04        0.124133917700E+02       -0.152868314971E+04 
      -0.154062938415E+04        0.125569217725E+02       -0.152807246238E+04 
      -0.154042508248E+04        0.128554292795E+02       -0.152756965320E+04 
      -0.154063707688E+04        0.130377494340E+02       -0.152759932745E+04 
      -0.154114699301E+04        0.137000601357E+02       -0.152744693288E+04 
      -0.154028532914E+04        0.123326947500E+02       -0.152795263439E+04 
      -0.154074062674E+04        0.121791338897E+02       -0.152856149285E+04 
      -0.154084888585E+04        0.130051428073E+02       -0.152784374304E+04 
      -0.154177387038E+04        0.139748508108E+02       -0.152779901956E+04 
      -0.154083868518E+04        0.126350038701E+02       -0.152820368131E+04 
      -0.154079450200E+04        0.123882436545E+02       -0.152840625834E+04 
      -0.154081370370E+04        0.124130916157E+02       -0.152840061209E+04 
      -0.154113017556E+04        0.122848137315E+02       -0.152884536183E+04 
      -0.154020118697E+04        0.126943673054E+02       -0.152750681967E+04 
      -0.154045693891E+04        0.127680552976E+02       -0.152768888361E+04 
      -0.153949482180E+04        0.121711754680E+02       -0.152732364633E+04 
      -0.154059606317E+04        0.126679452249E+02       -0.152792811795E+04 
      -0.154182177449E+04        0.130896303312E+02       -0.152873214416E+04 
      -0.154094988798E+04        0.127949772331E+02       -0.152815491075E+04 
      -0.154147418573E+04        0.125623302847E+02       -0.152891185545E+04 
      -0.154081974833E+04        0.123414547250E+02       -0.152847829361E+04 
      -0.154044072948E+04        0.123514529898E+02       -0.152808927649E+04 
      -0.153971574811E+04        0.119599510563E+02       -0.152775579706E+04 
      -0.154108224931E+04        0.128889560557E+02       -0.152819329325E+04 
      -0.154047384241E+04        0.127059352951E+02       -0.152776790711E+04 
      -0.154097839118E+04        0.127545852209E+02       -0.152822380596E+04 
      -0.154117016496E+04        0.123857749982E+02       -0.152878438996E+04 
      -0.154093211847E+04        0.123689436319E+02       -0.152856317484E+04 
      -0.154027868338E+04        0.117091744485E+02       -0.152856950893E+04 
      -0.154047529224E+04        0.123406074032E+02       -0.152813468484E+04 
      -0.154080361344E+04        0.125688560575E+02       -0.152823475738E+04 
      -0.154000015529E+04        0.124651274503E+02       -0.152753502784E+04 
      -0.153950773896E+04        0.121893323151E+02       -0.152731840664E+04 
      -0.154053180494E+04        0.130552563656E+02       -0.152747654857E+04 
      -0.154128114555E+04        0.133992036587E+02       -0.152788194189E+04 
      -0.154010973700E+04        0.125574130213E+02       -0.152755232398E+04 
      -0.153990908707E+04        0.131978945187E+02       -0.152671119255E+04 
      -0.154024172205E+04        0.129575206563E+02       -0.152728420139E+04 
      -0.153985992491E+04        0.131499383651E+02       -0.152670998655E+04 
